CustomerID,AmountSpent,ProductCategory,LoginFrequency,ServiceUsage,ChurnStatus,Days_Since_Last_Transaction,Days_Since_last_Interaction,Days_Since_Last_Login
8,253.68,Furniture,17,Online Banking,1,1170,1108.0,887
8,161.56,Electronics,17,Online Banking,1,1095,1245.0,887
8,161.56,Electronics,17,Online Banking,1,1095,1108.0,887
8,297.33,Furniture,17,Online Banking,1,1295,1245.0,887
8,297.33,Furniture,17,Online Banking,1,1295,1108.0,887
9,96.67,Electronics,24,Website,0,1211,1137.0,821
9,472.21,Clothing,24,Website,0,1202,1137.0,821
9,44.26,Groceries,24,Website,0,1351,1137.0,821
9,378.14,Groceries,24,Website,0,1072,1137.0,821
9,325.96,Clothing,24,Website,0,1218,1137.0,821
10,5.86,Furniture,29,Online Banking,1,1114,,986
10,35.29,Clothing,29,Online Banking,1,1060,,986
10,303.4,Groceries,29,Online Banking,1,1150,,986
10,223.85,Furniture,29,Online Banking,1,1113,,986
10,471.18,Furniture,29,Online Banking,1,1345,,986
10,179.0,Groceries,29,Online Banking,1,1208,,986
10,178.78,Electronics,29,Online Banking,1,1111,,986
11,334.62,Books,30,Online Banking,0,1207,1063.0,977
11,334.62,Books,30,Online Banking,0,1207,1338.0,977
11,462.0,Groceries,30,Online Banking,0,1304,1063.0,977
11,462.0,Groceries,30,Online Banking,0,1304,1338.0,977
11,163.78,Books,30,Online Banking,0,1099,1063.0,977
11,163.78,Books,30,Online Banking,0,1099,1338.0,977
11,426.06,Books,30,Online Banking,0,1016,1063.0,977
11,426.06,Books,30,Online Banking,0,1016,1338.0,977
11,347.37,Groceries,30,Online Banking,0,1088,1063.0,977
11,347.37,Groceries,30,Online Banking,0,1088,1338.0,977
12,87.1,Electronics,43,Website,0,1058,1031.0,634
12,87.1,Electronics,43,Website,0,1058,1352.0,634
13,173.13,Electronics,10,Mobile App,0,1094,1156.0,813
13,54.17,Clothing,10,Mobile App,0,1160,1156.0,813
13,164.72,Books,10,Mobile App,0,1142,1156.0,813
14,442.99,Furniture,26,Online Banking,0,1196,1158.0,989
14,442.99,Furniture,26,Online Banking,0,1196,1154.0,989
14,412.2,Furniture,26,Online Banking,0,1257,1158.0,989
14,412.2,Furniture,26,Online Banking,0,1257,1154.0,989
14,186.37,Groceries,26,Online Banking,0,1228,1158.0,989
14,186.37,Groceries,26,Online Banking,0,1228,1154.0,989
14,150.22,Books,26,Online Banking,0,1052,1158.0,989
14,150.22,Books,26,Online Banking,0,1052,1154.0,989
14,478.59,Groceries,26,Online Banking,0,1208,1158.0,989
14,478.59,Groceries,26,Online Banking,0,1208,1154.0,989
14,335.44,Clothing,26,Online Banking,0,1075,1158.0,989
14,335.44,Clothing,26,Online Banking,0,1075,1154.0,989
14,468.35,Furniture,26,Online Banking,0,1347,1158.0,989
14,468.35,Furniture,26,Online Banking,0,1347,1154.0,989
14,213.22,Groceries,26,Online Banking,0,1312,1158.0,989
14,213.22,Groceries,26,Online Banking,0,1312,1154.0,989
14,156.21,Groceries,26,Online Banking,0,1210,1158.0,989
14,156.21,Groceries,26,Online Banking,0,1210,1154.0,989
15,283.39,Books,44,Online Banking,0,1277,1073.0,833
15,283.39,Books,44,Online Banking,0,1277,1329.0,833
15,383.9,Electronics,44,Online Banking,0,1049,1073.0,833
15,383.9,Electronics,44,Online Banking,0,1049,1329.0,833
15,160.79,Books,44,Online Banking,0,1259,1073.0,833
15,160.79,Books,44,Online Banking,0,1259,1329.0,833
15,273.54,Furniture,44,Online Banking,0,1344,1073.0,833
15,273.54,Furniture,44,Online Banking,0,1344,1329.0,833
15,68.63,Groceries,44,Online Banking,0,1224,1073.0,833
15,68.63,Groceries,44,Online Banking,0,1224,1329.0,833
15,406.29,Groceries,44,Online Banking,0,1338,1073.0,833
15,406.29,Groceries,44,Online Banking,0,1338,1329.0,833
15,151.88,Furniture,44,Online Banking,0,1136,1073.0,833
15,151.88,Furniture,44,Online Banking,0,1136,1329.0,833
15,185.6,Clothing,44,Online Banking,0,1014,1073.0,833
15,185.6,Clothing,44,Online Banking,0,1014,1329.0,833
16,52.67,Books,41,Online Banking,1,1035,1183.0,925
16,52.67,Books,41,Online Banking,1,1035,1113.0,925
16,352.99,Books,41,Online Banking,1,1160,1183.0,925
16,352.99,Books,41,Online Banking,1,1160,1113.0,925
16,250.51,Furniture,41,Online Banking,1,1038,1183.0,925
16,250.51,Furniture,41,Online Banking,1,1038,1113.0,925
16,154.7,Books,41,Online Banking,1,1046,1183.0,925
16,154.7,Books,41,Online Banking,1,1046,1113.0,925
16,470.53,Clothing,41,Online Banking,1,1143,1183.0,925
16,470.53,Clothing,41,Online Banking,1,1143,1113.0,925
16,97.06,Electronics,41,Online Banking,1,1145,1183.0,925
16,97.06,Electronics,41,Online Banking,1,1145,1113.0,925
16,159.18,Furniture,41,Online Banking,1,1016,1183.0,925
16,159.18,Furniture,41,Online Banking,1,1016,1113.0,925
16,147.82,Furniture,41,Online Banking,1,1120,1183.0,925
16,147.82,Furniture,41,Online Banking,1,1120,1113.0,925
16,334.33,Books,41,Online Banking,1,1047,1183.0,925
16,334.33,Books,41,Online Banking,1,1047,1113.0,925
17,67.2,Groceries,8,Online Banking,0,1210,1233.0,753
17,67.2,Groceries,8,Online Banking,0,1210,1238.0,753
17,92.54,Electronics,8,Online Banking,0,1092,1233.0,753
17,92.54,Electronics,8,Online Banking,0,1092,1238.0,753
17,344.04,Electronics,8,Online Banking,0,1164,1233.0,753
17,344.04,Electronics,8,Online Banking,0,1164,1238.0,753
17,431.79,Books,8,Online Banking,0,1160,1233.0,753
17,431.79,Books,8,Online Banking,0,1160,1238.0,753
17,121.62,Furniture,8,Online Banking,0,1036,1233.0,753
17,121.62,Furniture,8,Online Banking,0,1036,1238.0,753
17,124.02,Clothing,8,Online Banking,0,1186,1233.0,753
17,124.02,Clothing,8,Online Banking,0,1186,1238.0,753
17,444.06,Groceries,8,Online Banking,0,1182,1233.0,753
17,444.06,Groceries,8,Online Banking,0,1182,1238.0,753
18,164.11,Groceries,37,Website,1,1217,1052.0,671
18,97.23,Furniture,37,Website,1,1122,1052.0,671
18,281.73,Books,37,Website,1,1246,1052.0,671
18,154.09,Furniture,37,Website,1,1325,1052.0,671
18,254.22,Books,37,Website,1,1350,1052.0,671
19,382.15,Furniture,39,Online Banking,0,1077,1032.0,932
19,382.15,Furniture,39,Online Banking,0,1077,1256.0,932
19,477.83,Furniture,39,Online Banking,0,1235,1032.0,932
19,477.83,Furniture,39,Online Banking,0,1235,1256.0,932
19,19.8,Groceries,39,Online Banking,0,1165,1032.0,932
19,19.8,Groceries,39,Online Banking,0,1165,1256.0,932
19,125.66,Furniture,39,Online Banking,0,1008,1032.0,932
19,125.66,Furniture,39,Online Banking,0,1008,1256.0,932
19,11.82,Clothing,39,Online Banking,0,1009,1032.0,932
19,11.82,Clothing,39,Online Banking,0,1009,1256.0,932
20,345.75,Groceries,16,Website,0,1171,1164.0,772
20,191.96,Electronics,16,Website,0,1013,1164.0,772
20,324.99,Clothing,16,Website,0,1331,1164.0,772
20,488.22,Clothing,16,Website,0,1034,1164.0,772
20,39.34,Groceries,16,Website,0,1072,1164.0,772
20,485.84,Clothing,16,Website,0,1107,1164.0,772
20,122.1,Groceries,16,Website,0,1101,1164.0,772
20,315.55,Furniture,16,Website,0,1260,1164.0,772
20,462.1,Books,16,Website,0,1270,1164.0,772
21,97.31,Books,18,Website,0,1317,,832
21,217.3,Groceries,18,Website,0,1265,,832
21,64.35,Books,18,Website,0,1304,,832
21,153.58,Books,18,Website,0,1286,,832
21,380.48,Groceries,18,Website,0,1150,,832
22,247.99,Furniture,42,Mobile App,0,1140,1357.0,873
22,247.99,Furniture,42,Mobile App,0,1140,1146.0,873
22,463.48,Groceries,42,Mobile App,0,1084,1357.0,873
22,463.48,Groceries,42,Mobile App,0,1084,1146.0,873
22,218.65,Clothing,42,Mobile App,0,1072,1357.0,873
22,218.65,Clothing,42,Mobile App,0,1072,1146.0,873
22,89.96,Furniture,42,Mobile App,0,1214,1357.0,873
22,89.96,Furniture,42,Mobile App,0,1214,1146.0,873
22,402.9,Books,42,Mobile App,0,1095,1357.0,873
22,402.9,Books,42,Mobile App,0,1095,1146.0,873
22,159.75,Furniture,42,Mobile App,0,1332,1357.0,873
22,159.75,Furniture,42,Mobile App,0,1332,1146.0,873
23,345.79,Groceries,19,Mobile App,0,1053,1287.0,811
23,345.79,Groceries,19,Mobile App,0,1053,1310.0,811
23,457.01,Books,19,Mobile App,0,1264,1287.0,811
23,457.01,Books,19,Mobile App,0,1264,1310.0,811
23,273.08,Groceries,19,Mobile App,0,1345,1287.0,811
23,273.08,Groceries,19,Mobile App,0,1345,1310.0,811
23,414.86,Books,19,Mobile App,0,1322,1287.0,811
23,414.86,Books,19,Mobile App,0,1322,1310.0,811
24,76.78,Clothing,12,Mobile App,0,1206,1058.0,722
24,128.8,Books,12,Mobile App,0,1018,1058.0,722
24,431.03,Furniture,12,Mobile App,0,1053,1058.0,722
24,485.5,Groceries,12,Mobile App,0,1322,1058.0,722
24,21.11,Clothing,12,Mobile App,0,1062,1058.0,722
25,330.41,Groceries,27,Mobile App,0,1107,1024.0,953
25,392.9,Books,27,Mobile App,0,1114,1024.0,953
25,41.46,Groceries,27,Mobile App,0,1084,1024.0,953
26,318.48,Books,45,Mobile App,1,1020,1018.0,727
26,45.91,Furniture,45,Mobile App,1,1002,1018.0,727
26,207.37,Clothing,45,Mobile App,1,1152,1018.0,727
27,288.66,Books,22,Mobile App,0,1232,1200.0,725
27,344.59,Furniture,22,Mobile App,0,1360,1200.0,725
27,390.78,Electronics,22,Mobile App,0,1226,1200.0,725
27,415.81,Electronics,22,Mobile App,0,1050,1200.0,725
27,191.92,Clothing,22,Mobile App,0,1160,1200.0,725
27,172.02,Groceries,22,Mobile App,0,1169,1200.0,725
27,348.97,Clothing,22,Mobile App,0,1322,1200.0,725
27,57.85,Groceries,22,Mobile App,0,1328,1200.0,725
28,56.85,Electronics,42,Online Banking,0,1012,1260.0,700
28,56.85,Electronics,42,Online Banking,0,1012,1029.0,700
28,329.36,Books,42,Online Banking,0,1338,1260.0,700
28,329.36,Books,42,Online Banking,0,1338,1029.0,700
28,467.92,Electronics,42,Online Banking,0,1168,1260.0,700
28,467.92,Electronics,42,Online Banking,0,1168,1029.0,700
28,339.61,Furniture,42,Online Banking,0,1358,1260.0,700
28,339.61,Furniture,42,Online Banking,0,1358,1029.0,700
28,325.01,Electronics,42,Online Banking,0,1114,1260.0,700
28,325.01,Electronics,42,Online Banking,0,1114,1029.0,700
28,183.51,Electronics,42,Online Banking,0,1056,1260.0,700
28,183.51,Electronics,42,Online Banking,0,1056,1029.0,700
29,438.71,Books,34,Website,0,1139,1108.0,754
29,438.71,Books,34,Website,0,1139,1260.0,754
29,25.15,Clothing,34,Website,0,1312,1108.0,754
29,25.15,Clothing,34,Website,0,1312,1260.0,754
29,389.21,Clothing,34,Website,0,1097,1108.0,754
29,389.21,Clothing,34,Website,0,1097,1260.0,754
30,257.88,Books,38,Website,0,1104,1270.0,806
30,257.88,Books,38,Website,0,1104,1075.0,806
30,448.78,Electronics,38,Website,0,1231,1270.0,806
30,448.78,Electronics,38,Website,0,1231,1075.0,806
31,314.38,Clothing,23,Online Banking,0,1021,1195.0,770
31,314.38,Clothing,23,Online Banking,0,1021,1235.0,770
31,101.96,Furniture,23,Online Banking,0,1351,1195.0,770
31,101.96,Furniture,23,Online Banking,0,1351,1235.0,770
31,184.39,Clothing,23,Online Banking,0,1246,1195.0,770
31,184.39,Clothing,23,Online Banking,0,1246,1235.0,770
31,194.45,Books,23,Online Banking,0,1286,1195.0,770
31,194.45,Books,23,Online Banking,0,1286,1235.0,770
31,313.38,Books,23,Online Banking,0,1098,1195.0,770
31,313.38,Books,23,Online Banking,0,1098,1235.0,770
32,460.5,Groceries,48,Mobile App,0,1124,,993
32,315.06,Electronics,48,Mobile App,0,1304,,993
32,111.98,Groceries,48,Mobile App,0,1142,,993
32,127.97,Books,48,Mobile App,0,1164,,993
32,210.01,Clothing,48,Mobile App,0,1087,,993
33,356.54,Clothing,24,Mobile App,1,1145,1214.0,860
33,332.46,Groceries,24,Mobile App,1,1053,1214.0,860
34,383.48,Clothing,44,Online Banking,0,1049,1181.0,906
34,383.48,Clothing,44,Online Banking,0,1049,1225.0,906
34,242.66,Furniture,44,Online Banking,0,1013,1181.0,906
34,242.66,Furniture,44,Online Banking,0,1013,1225.0,906
34,240.24,Clothing,44,Online Banking,0,1161,1181.0,906
34,240.24,Clothing,44,Online Banking,0,1161,1225.0,906
34,111.43,Furniture,44,Online Banking,0,1174,1181.0,906
34,111.43,Furniture,44,Online Banking,0,1174,1225.0,906
34,51.23,Electronics,44,Online Banking,0,1356,1181.0,906
34,51.23,Electronics,44,Online Banking,0,1356,1225.0,906
34,269.06,Books,44,Online Banking,0,1169,1181.0,906
34,269.06,Books,44,Online Banking,0,1169,1225.0,906
34,76.57,Clothing,44,Online Banking,0,1289,1181.0,906
34,76.57,Clothing,44,Online Banking,0,1289,1225.0,906
34,298.83,Clothing,44,Online Banking,0,1008,1181.0,906
34,298.83,Clothing,44,Online Banking,0,1008,1225.0,906
34,212.9,Electronics,44,Online Banking,0,1082,1181.0,906
34,212.9,Electronics,44,Online Banking,0,1082,1225.0,906
35,135.67,Furniture,19,Mobile App,0,1113,1176.0,856
35,471.59,Books,19,Mobile App,0,1271,1176.0,856
35,172.58,Electronics,19,Mobile App,0,1240,1176.0,856
36,97.55,Electronics,6,Online Banking,0,1189,1063.0,957
36,72.0,Electronics,6,Online Banking,0,1195,1063.0,957
36,445.86,Groceries,6,Online Banking,0,1303,1063.0,957
36,54.72,Electronics,6,Online Banking,0,1178,1063.0,957
36,452.54,Books,6,Online Banking,0,1064,1063.0,957
36,198.88,Clothing,6,Online Banking,0,1270,1063.0,957
37,487.83,Clothing,3,Online Banking,0,1023,1285.0,759
37,489.73,Clothing,3,Online Banking,0,1137,1285.0,759
37,288.97,Clothing,3,Online Banking,0,1275,1285.0,759
37,426.1,Furniture,3,Online Banking,0,1062,1285.0,759
37,413.56,Furniture,3,Online Banking,0,1206,1285.0,759
37,269.85,Clothing,3,Online Banking,0,1295,1285.0,759
37,495.59,Books,3,Online Banking,0,1358,1285.0,759
37,95.14,Groceries,3,Online Banking,0,1230,1285.0,759
37,200.11,Furniture,3,Online Banking,0,1285,1285.0,759
38,431.43,Books,47,Online Banking,0,1048,1280.0,668
38,24.88,Groceries,47,Online Banking,0,1310,1280.0,668
38,418.55,Groceries,47,Online Banking,0,1025,1280.0,668
39,439.79,Electronics,26,Online Banking,0,1132,,979
39,12.77,Groceries,26,Online Banking,0,1019,,979
39,90.54,Electronics,26,Online Banking,0,1167,,979
39,332.93,Furniture,26,Online Banking,0,1268,,979
39,315.91,Furniture,26,Online Banking,0,1265,,979
40,312.32,Electronics,20,Website,0,1298,1037.0,712
40,339.69,Furniture,20,Website,0,1353,1037.0,712
40,100.36,Electronics,20,Website,0,1210,1037.0,712
40,281.66,Groceries,20,Website,0,1235,1037.0,712
40,310.6,Groceries,20,Website,0,1150,1037.0,712
40,81.78,Furniture,20,Website,0,1232,1037.0,712
40,151.94,Groceries,20,Website,0,1186,1037.0,712
41,329.86,Furniture,38,Mobile App,1,1327,1307.0,814
41,33.36,Clothing,38,Mobile App,1,1318,1307.0,814
42,93.75,Books,10,Mobile App,0,1260,,801
42,110.57,Books,10,Mobile App,0,1070,,801
42,326.29,Groceries,10,Mobile App,0,1162,,801
43,218.4,Groceries,25,Mobile App,0,1246,1273.0,854
43,218.4,Groceries,25,Mobile App,0,1246,1044.0,854
43,305.2,Clothing,25,Mobile App,0,1125,1273.0,854
43,305.2,Clothing,25,Mobile App,0,1125,1044.0,854
43,380.34,Groceries,25,Mobile App,0,1058,1273.0,854
43,380.34,Groceries,25,Mobile App,0,1058,1044.0,854
43,256.88,Clothing,25,Mobile App,0,1274,1273.0,854
43,256.88,Clothing,25,Mobile App,0,1274,1044.0,854
43,325.4,Electronics,25,Mobile App,0,1111,1273.0,854
43,325.4,Electronics,25,Mobile App,0,1111,1044.0,854
43,396.79,Books,25,Mobile App,0,1305,1273.0,854
43,396.79,Books,25,Mobile App,0,1305,1044.0,854
43,330.62,Clothing,25,Mobile App,0,1167,1273.0,854
43,330.62,Clothing,25,Mobile App,0,1167,1044.0,854
44,423.71,Groceries,35,Mobile App,0,1037,1256.0,682
44,227.58,Electronics,35,Mobile App,0,1181,1256.0,682
44,36.53,Groceries,35,Mobile App,0,1327,1256.0,682
45,300.42,Groceries,49,Online Banking,0,1007,1188.0,754
46,134.67,Electronics,24,Online Banking,1,1132,,787
47,283.35,Furniture,21,Website,0,1256,,890
47,154.22,Furniture,21,Website,0,1075,,890
47,180.48,Groceries,21,Website,0,1051,,890
47,49.88,Electronics,21,Website,0,1041,,890
47,303.45,Clothing,21,Website,0,1086,,890
47,158.06,Books,21,Website,0,1275,,890
47,336.93,Furniture,21,Website,0,1272,,890
48,316.09,Books,34,Website,0,1202,,836
48,118.52,Clothing,34,Website,0,1154,,836
48,170.22,Electronics,34,Website,0,1021,,836
48,429.87,Furniture,34,Website,0,1209,,836
48,191.81,Groceries,34,Website,0,1119,,836
48,72.34,Books,34,Website,0,1165,,836
48,298.44,Electronics,34,Website,0,1223,,836
49,223.89,Electronics,18,Online Banking,0,1206,,949
49,62.73,Books,18,Online Banking,0,1304,,949
49,354.86,Groceries,18,Online Banking,0,1286,,949
50,413.93,Groceries,19,Online Banking,0,1117,1306.0,803
50,413.93,Groceries,19,Online Banking,0,1117,1057.0,803
50,469.96,Groceries,19,Online Banking,0,1355,1306.0,803
50,469.96,Groceries,19,Online Banking,0,1355,1057.0,803
50,361.72,Clothing,19,Online Banking,0,1142,1306.0,803
50,361.72,Clothing,19,Online Banking,0,1142,1057.0,803
50,269.01,Furniture,19,Online Banking,0,1021,1306.0,803
50,269.01,Furniture,19,Online Banking,0,1021,1057.0,803
51,23.42,Books,3,Mobile App,1,1246,,695
51,476.36,Electronics,3,Mobile App,1,1281,,695
51,50.08,Furniture,3,Mobile App,1,1163,,695
52,401.25,Groceries,6,Mobile App,0,1316,,952
53,218.92,Furniture,20,Mobile App,0,1152,,724
53,420.01,Books,20,Mobile App,0,1022,,724
53,34.48,Groceries,20,Mobile App,0,1002,,724
53,195.81,Groceries,20,Mobile App,0,1056,,724
53,64.35,Groceries,20,Mobile App,0,1292,,724
53,252.85,Books,20,Mobile App,0,1140,,724
53,68.92,Clothing,20,Mobile App,0,1210,,724
54,178.11,Groceries,22,Online Banking,0,1200,1352.0,979
54,178.11,Groceries,22,Online Banking,0,1200,1039.0,979
54,283.1,Books,22,Online Banking,0,1179,1352.0,979
54,283.1,Books,22,Online Banking,0,1179,1039.0,979
55,101.59,Clothing,33,Website,0,1115,,769
55,433.0,Furniture,33,Website,0,1207,,769
55,125.76,Groceries,33,Website,0,1266,,769
55,127.82,Clothing,33,Website,0,1356,,769
55,341.18,Furniture,33,Website,0,1276,,769
56,138.07,Groceries,14,Mobile App,0,1173,,767
56,365.65,Books,14,Mobile App,0,1177,,767
56,462.05,Electronics,14,Mobile App,0,1115,,767
56,255.32,Clothing,14,Mobile App,0,1227,,767
56,222.37,Books,14,Mobile App,0,1015,,767
57,295.23,Electronics,44,Online Banking,0,1032,1023.0,798
57,86.35,Books,44,Online Banking,0,1189,1023.0,798
57,216.17,Groceries,44,Online Banking,0,1312,1023.0,798
58,445.85,Clothing,9,Online Banking,0,1297,1166.0,892
58,445.85,Clothing,9,Online Banking,0,1297,1343.0,892
58,356.52,Electronics,9,Online Banking,0,1065,1166.0,892
58,356.52,Electronics,9,Online Banking,0,1065,1343.0,892
58,326.58,Clothing,9,Online Banking,0,1042,1166.0,892
58,326.58,Clothing,9,Online Banking,0,1042,1343.0,892
58,314.01,Books,9,Online Banking,0,1259,1166.0,892
58,314.01,Books,9,Online Banking,0,1259,1343.0,892
58,467.63,Clothing,9,Online Banking,0,1314,1166.0,892
58,467.63,Clothing,9,Online Banking,0,1314,1343.0,892
58,305.23,Groceries,9,Online Banking,0,1268,1166.0,892
58,305.23,Groceries,9,Online Banking,0,1268,1343.0,892
59,139.62,Electronics,45,Online Banking,0,1158,,654
59,51.58,Electronics,45,Online Banking,0,1062,,654
59,101.31,Furniture,45,Online Banking,0,1029,,654
60,10.61,Electronics,25,Mobile App,0,1211,1205.0,938
60,10.61,Electronics,25,Mobile App,0,1211,1278.0,938
60,94.75,Clothing,25,Mobile App,0,1010,1205.0,938
60,94.75,Clothing,25,Mobile App,0,1010,1278.0,938
60,457.37,Groceries,25,Mobile App,0,1252,1205.0,938
60,457.37,Groceries,25,Mobile App,0,1252,1278.0,938
60,218.36,Books,25,Mobile App,0,1331,1205.0,938
60,218.36,Books,25,Mobile App,0,1331,1278.0,938
61,252.72,Furniture,47,Website,1,1342,1264.0,638
61,308.15,Electronics,47,Website,1,1080,1264.0,638
61,118.1,Electronics,47,Website,1,1323,1264.0,638
62,91.91,Books,16,Mobile App,0,1034,1003.0,760
62,91.91,Books,16,Mobile App,0,1034,1303.0,760
62,116.15,Groceries,16,Mobile App,0,1360,1003.0,760
62,116.15,Groceries,16,Mobile App,0,1360,1303.0,760
62,272.02,Clothing,16,Mobile App,0,1121,1003.0,760
62,272.02,Clothing,16,Mobile App,0,1121,1303.0,760
62,359.92,Electronics,16,Mobile App,0,1099,1003.0,760
62,359.92,Electronics,16,Mobile App,0,1099,1303.0,760
63,387.43,Groceries,7,Mobile App,0,1300,,853
63,68.98,Electronics,7,Mobile App,0,1017,,853
63,189.74,Books,7,Mobile App,0,1031,,853
63,436.58,Clothing,7,Mobile App,0,1021,,853
63,115.73,Furniture,7,Mobile App,0,1176,,853
63,328.22,Groceries,7,Mobile App,0,1300,,853
63,324.69,Furniture,7,Mobile App,0,1036,,853
63,229.33,Furniture,7,Mobile App,0,1286,,853
63,124.41,Furniture,7,Mobile App,0,1245,,853
64,286.35,Furniture,11,Online Banking,0,1012,,845
64,184.28,Electronics,11,Online Banking,0,1242,,845
64,494.58,Clothing,11,Online Banking,0,1127,,845
65,118.54,Groceries,27,Mobile App,0,1043,,731
65,195.94,Electronics,27,Mobile App,0,1085,,731
65,165.51,Groceries,27,Mobile App,0,1170,,731
65,417.53,Electronics,27,Mobile App,0,1166,,731
65,462.37,Furniture,27,Mobile App,0,1068,,731
66,209.63,Groceries,40,Online Banking,0,1187,,770
66,202.31,Clothing,40,Online Banking,0,1328,,770
66,78.23,Clothing,40,Online Banking,0,1027,,770
66,176.53,Books,40,Online Banking,0,1298,,770
66,165.81,Groceries,40,Online Banking,0,1117,,770
66,19.43,Groceries,40,Online Banking,0,1103,,770
66,407.13,Electronics,40,Online Banking,0,1346,,770
66,150.04,Electronics,40,Online Banking,0,1009,,770
67,84.61,Clothing,17,Online Banking,0,1328,1245.0,795
67,84.61,Clothing,17,Online Banking,0,1328,1223.0,795
67,285.49,Clothing,17,Online Banking,0,1133,1245.0,795
67,285.49,Clothing,17,Online Banking,0,1133,1223.0,795
67,30.24,Books,17,Online Banking,0,1051,1245.0,795
67,30.24,Books,17,Online Banking,0,1051,1223.0,795
67,301.42,Clothing,17,Online Banking,0,1186,1245.0,795
67,301.42,Clothing,17,Online Banking,0,1186,1223.0,795
68,57.28,Electronics,5,Website,1,1163,1207.0,793
68,57.28,Electronics,5,Website,1,1163,1338.0,793
68,363.53,Groceries,5,Website,1,1064,1207.0,793
68,363.53,Groceries,5,Website,1,1064,1338.0,793
68,237.01,Books,5,Website,1,1054,1207.0,793
68,237.01,Books,5,Website,1,1054,1338.0,793
68,228.66,Clothing,5,Website,1,1232,1207.0,793
68,228.66,Clothing,5,Website,1,1232,1338.0,793
69,191.33,Books,29,Mobile App,0,1207,1086.0,682
69,293.62,Furniture,29,Mobile App,0,1046,1086.0,682
69,421.42,Books,29,Mobile App,0,1026,1086.0,682
69,132.16,Clothing,29,Mobile App,0,1288,1086.0,682
70,404.42,Furniture,10,Mobile App,0,1017,,925
70,406.93,Electronics,10,Mobile App,0,1139,,925
70,363.4,Clothing,10,Mobile App,0,1123,,925
70,401.39,Furniture,10,Mobile App,0,1176,,925
70,284.85,Clothing,10,Mobile App,0,1360,,925
70,492.36,Books,10,Mobile App,0,1025,,925
70,100.63,Furniture,10,Mobile App,0,1350,,925
71,166.05,Groceries,47,Online Banking,1,1355,1343.0,770
71,166.05,Groceries,47,Online Banking,1,1355,1261.0,770
71,172.53,Groceries,47,Online Banking,1,1064,1343.0,770
71,172.53,Groceries,47,Online Banking,1,1064,1261.0,770
71,136.01,Clothing,47,Online Banking,1,1057,1343.0,770
71,136.01,Clothing,47,Online Banking,1,1057,1261.0,770
72,331.07,Electronics,25,Online Banking,1,1345,1356.0,884
72,331.07,Electronics,25,Online Banking,1,1345,1362.0,884
72,184.84,Clothing,25,Online Banking,1,1336,1356.0,884
72,184.84,Clothing,25,Online Banking,1,1336,1362.0,884
